Week Ending,Price,Taxes,Marketing Margin,Refining Margin,Avg Max Temp (°C),Avg Min Temp (°C),Avg Precip (mm),"Total CPI, (seasonally adjusted)",W.BCPI,W.ENER,Fuel Tax Rate
2017-06-20,-0.971169538,-1.246741817,0.6848355096364624,-0.544515096,1.0842377115531252,1.1184892661428594,-0.177427006,-1.126683937,-0.896800243,-0.829550644,0.6097105355881632
2017-06-27,-1.030326376,-1.278883564,0.29914412778594807,-0.516836595,0.8095604338189941,0.8547360245408607,1.8558847226255246,-1.126683937,-0.956589307,-0.93482262,0.6097105355881632
2017-07-04,-0.967225749,-1.246741817,-0.362041098,-0.364604842,1.1010546876007878,0.9561795789191321,-0.034320022,-1.107984689,-0.953864928,-0.931390155,0.6097105355881632
2017-07-11,-0.864687228,-1.198529197,0.078749052,-0.046302086,1.1963508868391926,1.1575060169864493,-0.612710749,-1.107984689,-0.865064916,-0.804359837,0.6097105355881632
2017-07-18,-0.844968282,-1.198529197,0.18894659011437184,-0.073980586,1.063216491738795,1.2339788501693416,-0.308608408,-1.107984689,-0.888479844,-0.859279287,0.6097105355881632
2017-07-25,-0.809474179,-1.182458323,0.078749052,0.022894165771683867,1.0688221507483457,1.2402215307413036,0.7587311800578318,-1.107984689,-0.833182324,-0.777452797,0.6097105355881632
2017-08-01,-0.777923865,-1.16638745,-0.306942329,-0.018623585,1.197752301101085,1.2105687996631878,-0.493454929,-1.079935816,-0.82147486,-0.754618173,0.6097105355881632
2017-08-08,-0.695104291,-1.11817483,0.46444043429331094,0.064411917,1.0534065889625757,1.0357737523880053,-0.32053399,-1.079935816,-0.759550473,-0.648269915,0.6097105355881632
2017-08-15,-0.746373551,-1.150316576,0.29914412778594807,-0.004784335,1.1571112757343167,1.0982005548302176,-0.964515417,-1.079935816,-0.764778334,-0.660603521,0.6097105355881632
2017-08-22,-0.785811444,-1.16638745,0.29914412778594807,0.022894165771683867,1.1374914701818786,1.202765449,-0.451715392,-1.079935816,-0.797323612,-0.717006495,0.6097105355881632
2017-08-29,-0.762148708,-1.150316576,-0.306942329,0.3550361724228693,0.7492996028997875,0.7969912319813852,-0.964515417,-1.079935816,-0.801078837,-0.721951572,0.6097105355881632
2017-09-05,-0.367769784,-0.973536969,-2.510893083,2.001906955401665,0.6708203806900356,0.6534095864735434,0.2220799905224976,-1.051886944,-0.824420134,-0.775271145,0.6097105355881632
2017-09-12,-0.281006421,-0.925324349,1.346020735665916,1.351462192376426,0.5629114501516267,0.455204489,-0.654450286,-1.051886944,-0.801520628,-0.752960118,0.6097105355881632
2017-09-19,-0.667497767,-1.11817483,0.5195392031290986,0.14744741826587826,1.1234773226580015,1.1372173067662763,-0.964515417,-1.051886944,-0.786205203,-0.727798399,0.6097105355881632
2017-09-26,-0.667497767,-1.11817483,0.7950330473080377,-0.046302086,1.4149715764397954,1.3931671971070883,-0.964515417,-1.051886944,-0.754911666,-0.641172274,0.6097105355881632
2017-10-03,-0.671441556,-1.11817483,1.8419096551880065,-0.447640344,0.5587072063849587,0.32722954286631956,-0.821408433,-1.033187696,-0.719789273,-0.5652217,0.6097105355881632
2017-10-10,-0.770036287,-1.16638745,0.9603293538154016,-0.502997345,0.8389901421476508,0.823522624,0.26381952747708154,-1.033187696,-0.740774351,-0.593146844,0.6097105355881632
2017-10-17,-0.706935659,-1.134245703,1.2909219668301284,-0.572193596,0.2588044640888385,0.24451402943920592,-0.189352588,-1.033187696,-0.744235048,-0.622642778,0.6097105355881632
2017-10-24,-0.620172296,-1.086033083,1.180724429158553,-0.212373089,0.5502987178706324,0.445840468,-0.386124691,-1.033187696,-0.686507676,-0.561178371,0.6097105355881632
2017-10-31,-0.462420726,-1.021749589,0.905230585,0.078251167,-0.30152784,-0.192473589,-0.554076637,-1.033187696,-0.679365387,-0.572144808,0.6097105355881632
2017-11-07,-0.348050838,-0.957466096,1.0154281226511892,0.14744741826587826,-0.285178002,-0.179988228,0.9068071560786971,-0.958390703,-0.623699707,-0.493430808,0.6097105355881632
2017-11-14,-0.292837789,-0.941395222,1.6215145798448551,0.064411917,-0.918383869,-0.883850427,-0.851222389,-0.958390703,-0.543956412,-0.374894388,0.6097105355881632
2017-11-21,-0.426926623,-1.005678716,1.7317121175164314,-0.26773009,-0.692756105,-0.631021877,0.31748464618017785,-0.958390703,-0.534826062,-0.367214973,0.6097105355881632
2017-11-28,-0.359882206,-0.973536969,1.4011195045017046,-0.101659087,-0.638334502,-0.652871258,-0.908862701,-0.958390703,-0.587767364,-0.420476368,0.6097105355881632
2017-12-05,-0.359882206,-0.973536969,1.6215145798448551,-0.115498337,-0.525987758,-0.503046932,-0.374199109,-0.949041079,-0.574366367,-0.378006878,0.6097105355881632
2017-12-12,-0.407207677,-0.989607842,1.5113170421732798,0.1197689177116129,-1.365435153,-1.200666451,-0.55904563,-0.949041079,-0.60632259,-0.42510147,0.6097105355881632
2017-12-19,-0.438757991,-1.005678716,1.7317121175164314,0.23048291992867487,-1.584055843,-1.67354948,-0.74389215,-0.949041079,-0.677230063,-0.525370192,0.6097105355881632
2017-12-26,-0.383544941,-0.973536969,1.346020735665916,0.5764641768569932,-1.620492625,-1.490951083,0.073010216,-0.949041079,-0.734294748,-0.644022966,0.6097105355881632
2018-01-02,-0.316500524,-0.941395222,1.4011195045017046,0.631821178,-2.32540421,-2.63648291,-0.869110761,-0.902292958,-0.699835041,-0.622991842,0.6097105355881632
2018-01-09,-0.379601152,-0.973536969,1.0705268914869768,0.313518422,-1.97505054,-2.205737972,-0.618673539,-0.902292958,-0.589240001,-0.460444231,0.6097105355881632
2018-01-16,-0.288894,-0.941395222,1.2909219668301284,0.14744741826587826,-1.344413933,-1.562741906,0.9197265365845156,-0.902292958,-0.526063872,-0.382282916,0.6097105355881632
2018-01-23,-0.213962004,-0.893182602,1.5664158110090676,0.4380716740856659,-1.174842756,-1.131996968,-0.147613051,-0.902292958,-0.449486747,-0.261012159,0.6097105355881632
2018-01-30,-0.170580322,-0.877111729,1.1256256603227655,0.631821178,-1.288357345,-1.344248097,-0.547120048,-0.902292958,-0.465980281,-0.296733072,0.6097105355881632
2018-02-06,-0.190299269,-0.893182602,1.346020735665916,0.6041426774112586,-1.527999256,-1.91389267,-0.49941772,-0.874244086,-0.449118588,-0.286261143,0.6097105355881632
2018-02-13,-0.308612946,-0.941395222,1.786810886352219,0.38271467297713463,-1.68776053,-1.609562008,0.2995962735574092,-0.874244086,-0.542999198,-0.439762171,0.6097105355881632
2018-02-20,-0.411151466,-0.989607842,1.180724429158553,0.10592966743447997,-0.78384806,-0.804256254,0.28170790051724537,-0.874244086,-0.637689759,-0.591110635,0.6097105355881632
2018-02-27,-0.296781578,-0.941395222,1.2358231979943408,0.13360816798874584,-0.532994832,-0.719980071,-0.153575842,-0.874244086,-0.570463878,-0.521414129,0.6097105355881632
2018-03-06,-0.296781578,-0.941395222,1.346020735665916,-0.004784335,-0.847612428,-0.742219619,-0.526250279,-0.864894462,-0.504931531,-0.414338654,0.6097105355881632
2018-03-13,-0.277062632,-0.925324349,1.5664158110090676,0.050572666325949235,-1.162230024,-0.972808621,-0.898924716,-0.864894462,-0.526284768,-0.439616727,0.6097105355881632
2018-03-20,-0.221849583,-0.909253475,1.1256256603227655,0.23048291992867487,-1.099166363,-1.247486553,-0.940664253,-0.864894462,-0.551172333,-0.479730034,0.6097105355881632
2018-03-27,-0.068041802,-0.828899108,0.9603293538154016,0.42423242380853293,-0.908573966,-1.000900682,-0.749854942,-0.864894462,-0.510527552,-0.375156186,0.6097105355881632
2018-04-03,0.006890193,-0.796757362,1.8419096551880065,0.4934286751941966,-0.78384806,-0.659113938,1.1582381765635066,-0.855544838,-0.423273808,-0.218339047,0.6097105355881632
2018-04-10,-0.012828753,-0.812828235,1.4562182733374922,0.7010174293511876,-1.02092071,-1.092980216,-0.533206869,-0.855544838,-0.399711615,-0.192130136,0.6097105355881632
2018-04-17,0.14097902737100304,-0.732473868,1.2358231979943408,0.9778024348938428,-0.907172552,-0.763678832,4.902870921562333,-0.855544838,-0.328509615,-0.119641115,0.6097105355881632
2018-04-24,0.16464176280174428,-0.716402995,1.4011195045017046,0.8670884326767803,-0.314374141,-0.432816779,-0.773706106,-0.855544838,-0.211140444,0.032841808,0.6097105355881632
2018-05-01,0.24351754757087873,-0.684261248,1.6766133486806436,0.9501239343395769,0.051395091,-0.279871112,0.26381952747708154,-0.846195214,-0.178079743,0.059457961,0.6097105355881632
2018-05-08,0.1922482874709409,-0.716402995,1.4562182733374922,0.7148566796283206,0.6652147216804848,0.439597787,-0.392087482,-0.846195214,-0.178006111,0.085114188,0.6097105355881632
2018-05-15,0.2356299690939646,-0.684261248,1.2909219668301284,0.6733389287969223,0.36671339462724706,0.21017928804136554,0.34729860138624935,-0.846195214,-0.116965306,0.1826776607498257,0.6097105355881632
2018-05-22,0.2947868076708155,-0.668190374,1.180724429158553,0.8255706818453825,0.4970449602228693,0.3865350056780324,0.1445637074875862,-0.846195214,-0.061741418,0.2675002866581265,0.6097105355881632
2018-05-29,0.290843018,-0.668190374,1.346020735665916,1.1438734382194349,1.276231523310837,0.9717862792565679,-0.964515417,-0.846195214,-0.072786195,0.26255520901601004,0.6097105355881632
2018-06-05,0.2119672336632245,-0.700332121,1.5113170421732798,1.323783691822161,0.8207717518380957,0.9546189093223761,-0.726003778,-0.827495965,-0.205102632,0.036041564,0.6097105355881632
2018-06-12,0.14886660584791714,-0.732473868,1.5113170421732798,0.9916416851709747,0.7350518864957598,0.7298824196564357,-0.964515417,-0.827495965,-0.270266821,-0.084414709,0.6097105355881632
2018-06-19,0.11337250270180642,-0.748544741,1.5664158110090676,0.8670884326767803,1.2369919122059612,1.0825938544927818,0.6573637331085002,-0.827495965,-0.224467809,-0.012042044,0.6097105355881632
2018-06-26,0.12914765965563352,-0.732473868,1.786810886352219,0.5487856763027278,0.7100599917949114,0.9140414877895612,0.5142567492045848,-0.827495965,-0.318790211,-0.130374843,0.6097105355881632
2018-07-03,0.208023444,-0.700332121,1.180724429158553,0.10592966743447997,1.4654225055637733,1.436865958925884,-0.553082839,-0.771398221,-0.239856866,0.031561906,0.6097105355881632
2018-07-10,0.2040796551863115,-0.700332121,1.346020735665916,0.050572666325949235,1.4696267493304411,1.280798952274118,-0.565008421,-0.771398221,-0.1139464,0.2815210362081266,0.6097105355881632
2018-07-17,0.18041691975557025,-0.716402995,2.0072059616953704,0.23048291992867487,1.3939503566254647,1.2870416328460803,-0.964515417,-0.771398221,-0.138686702,0.2558066324691221,0.6097105355881632
2018-07-24,0.11337250270180642,-0.748544741,1.4011195045017046,0.534946426,1.1851395688200905,1.2917236427288172,1.4265637713311736,-0.771398221,-0.294859859,0.020420937,0.6097105355881632
2018-07-31,0.208023444,-0.700332121,1.1256256603227655,1.0331594360023735,1.197752301101085,1.193401428636527,-0.964515417,-0.771398221,-0.392863853,-0.110070936,0.6097105355881632
2018-08-07,0.17252934127865727,-0.716402995,1.6215145798448551,0.8255706818453825,1.455612602787554,1.5055354419400586,3.1557731590918805,-0.752698973,-0.430784257,-0.162721468,0.6097105355881632
2018-08-14,0.16858555204020076,-0.716402995,1.786810886352219,1.1438734382194349,1.2930484993584994,1.3697571466009346,0.40692651138099706,-0.752698973,-0.485345458,-0.218135426,0.6097105355881632
2018-08-21,0.050271875,-0.780686488,1.8970084240237943,0.9224454337853111,1.2159706923916305,1.4774433804586986,2.929187101696193,-0.752698973,-0.516270836,-0.262146618,0.6097105355881632
2018-08-28,0.093653557,-0.748544741,1.346020735665916,0.9362846840624439,1.2369919122059612,1.344786425405556,-0.243017707,-0.752698973,-0.484977299,-0.211968624,0.6097105355881632
2018-09-04,0.10942871346334991,-0.748544741,1.2909219668301284,0.8255706818453825,1.1949494715963096,1.3572717854570109,-0.964515417,-0.762048597,-0.439399183,-0.101897013,0.6097105355881632
2018-09-11,0.14097902737100304,-0.732473868,1.9521071928595828,1.4760154448706204,0.7324826268521251,0.9686649400630557,1.0807218935285952,-0.762048597,-0.411787239,-0.038890906,0.6097105355881632
2018-09-18,-0.032547699,-0.812828235,2.337798574710097,1.1023556873880371,1.193548057334417,1.3073303441587223,-0.964515417,-0.762048597,-0.4965375,-0.181541852,0.6097105355881632
2018-09-25,-0.198186847,-0.893182602,1.5664158110090676,0.5764641768569932,0.644193502,0.6939870080063579,0.043196261,-0.762048597,-0.523265862,-0.191053854,0.6097105355881632
2018-10-02,-0.107479695,-0.844969982,1.4562182733374922,1.0054809354481076,0.2644101230983893,0.3678069650546156,0.788545135,-0.7246501,-0.489763369,-0.126593313,0.6097105355881632
2018-10-09,-0.02860391,-0.812828235,1.8419096551880065,1.4898546951477534,0.3849317849368024,0.4193090770421292,0.11474975269890993,-0.7246501,-0.460899684,-0.091890503,0.6097105355881632
2018-10-16,-0.18241169,-0.877111729,2.2826998058743095,1.6974434493047443,0.12426865472654813,0.040066250976660535,-0.684264241,-0.7246501,-0.561554424,-0.288035553,0.6097105355881632
2018-10-23,-0.273118843,-0.925324349,2.227601037038522,1.4898546951477534,-0.394254778,-0.403164047,-0.791594479,-0.7246501,-0.691588274,-0.486245901,0.6097105355881632
2018-10-30,-0.458476937,-1.021749589,1.6766133486806436,1.4206584437620897,-0.645108006,-0.476515541,-0.368236318,-0.7246501,-0.795998239,-0.642452177,0.6097105355881632
2018-11-06,-0.513689986,-1.037820463,1.6766133486806436,2.1126209576187263,-0.44377143,-0.229669559,2.8755219825757012,-0.743349348,-0.828469885,-0.684456248,0.6097105355881632
2018-11-13,-0.635947453,-1.102103956,1.5664158110090676,2.209495709558656,-0.879144258,-0.627900537,-0.099910723,-0.743349348,-0.940463931,-0.900701585,0.6097105355881632
2018-11-20,-0.742429762,-1.150316576,1.7317121175164314,1.8635144526303375,-1.146814462,-0.966565941,0.16841487140200606,-0.743349348,-1.083677882,-1.102926171,0.6097105355881632
2018-11-27,-0.900181332,-1.21460007,1.5664158110090676,1.2407481901593644,-1.072539484,-1.072691505,1.0091684017853348,-0.743349348,-1.039793299,-1.045708714,0.6097105355881632
2018-12-04,-0.986944695,-1.26281269,1.2358231979943408,0.534946426,-0.978644701,-0.718419401,0.078973007,-0.715300476,-1.096268929,-1.135127353,0.6097105355881632
2018-12-11,-0.90806891,-1.230670943,1.5664158110090676,-0.848978602,-1.328998371,-1.155407019,-0.892961926,-0.715300476,-0.902690792,-0.818380586,0.6097105355881632
2018-12-18,-0.963281959,-1.246741817,1.2358231979943408,-1.208799109,-1.105612871,-0.768985111,-0.522076326,-0.715300476,-0.800931573,-0.638263405,0.6097105355881632
2018-12-25,-1.073708058,-1.294954437,1.5664158110090676,-0.738264599,-1.093560704,-0.812059604,0.061084634,-0.715300476,-0.878613176,-0.762501209,0.6097105355881632
2019-01-01,-1.105258372,-1.31102531,1.7317121175164314,-0.862817852,-0.909975381,-1.127314958,0.32941022834608547,-0.715300476,-1.033387328,-1.01088955,0.6097105355881632
2019-01-08,-1.101314583,-1.31102531,1.346020735665916,-1.74852987,-0.959024895,-1.021189393,-0.469603765,-0.715300476,-1.01439031,-0.973045162,0.6097105355881632
2019-01-15,-1.077651847,-1.31102531,1.346020735665916,-2.094511127,-1.654126577,-1.583030617,-0.910850298,-0.715300476,-0.829721627,-0.683699942,0.6097105355881632
2019-01-22,-1.06582048,-1.294954437,1.6215145798448551,-2.080671876,-1.893768488,-2.352440958,-0.207240961,-0.715300476,-0.704621112,-0.479671856,0.6097105355881632
2019-01-29,-1.195965524,-1.359237931,2.227601037038522,-2.523527885,-1.438308716,-1.848344528,1.355010279170518,-0.715300476,-0.681574342,-0.4633531,0.6097105355881632
2019-02-05,-1.286672677,-1.407450551,1.9521071928595828,-2.911026893,-1.484555401,-1.88736128,-0.815445642,-0.67790198,-0.638352445,-0.430279257,0.6097105355881632
2019-02-12,-1.318222991,-1.423521424,1.346020735665916,-2.75879514,-1.352822421,-1.43008495,1.0687963113626873,-0.67790198,-0.595498708,-0.404855741,0.6097105355881632
2019-02-19,-1.140752475,-1.327096184,0.7950330473080377,-2.136028877,-1.509780865,-1.573666596,-0.398050273,-0.67790198,-0.652489761,-0.491685486,0.6097105355881632
2019-02-26,-0.876518596,-1.21460007,1.786810886352219,-1.623976617,-1.251920564,-1.222515832,-0.171464215,-0.67790198,-0.631799211,-0.450874051,0.6097105355881632
2019-03-05,-0.864687228,-1.198529197,1.1256256603227655,-1.623976617,-1.804077948,-1.837419837,-0.219166543,-0.631153859,-0.579078805,-0.35793568,0.6097105355881632
2019-03-12,-0.710879448,-1.134245703,1.0154281226511892,-1.167281358,-1.394864861,-1.411356909,-0.040282813,-0.631153859,-0.572010147,-0.311335596,0.6097105355881632
2019-03-19,-0.5452403,-1.053891336,0.905230585,-0.793621601,-0.845510306,-0.899457128,-0.469603765,-0.631153859,-0.554117607,-0.289199101,0.6097105355881632
2019-03-26,-0.438757991,-1.005678716,0.6848355096364624,-0.558354346,-0.80486928,-0.910381819,-0.940664253,-0.631153859,-0.46870466,-0.175113251,0.6097105355881632
2019-04-02,-0.375657363,-0.684261248,1.2909219668301284,-0.973531854,-0.696960349,-0.735586771,1.3967498161251022,-0.593755363,-0.448971324,-0.131829277,0.6097105355881632
2019-04-09,-0.277062632,-0.218205919,-0.306942329,-1.001210355,-0.422283071,-0.396921367,-0.708115405,-0.593755363,-0.399196192,-0.034236716,0.6097105355881632
2019-04-16,-0.249456107,-0.202135046,-1.629312781,-0.572193596,-0.507535798,-0.479116657,0.85811103,-0.593755363,-0.339112602,0.093142667,0.6097105355881632
2019-04-23,-0.068041802,-0.121780679,-1.68441155,-0.032462835,-0.022879887,-0.103515395,0.9018381635443518,-0.593755363,-0.358035987,0.068359101,0.6097105355881632
2019-04-30,0.069990821,-0.057497185,-1.353818937,0.3965539232542676,-0.377437802,-0.340737245,0.23996836356266146,-0.593755363,-0.368418078,0.085521429,0.6097105355881632
2019-05-07,-0.012828753,-0.089638932,-1.188522631,0.3411969221457368,-0.102760524,-0.014557201,0.9256893278761674,-0.556356866,-0.415247936,0.001542376,0.6097105355881632
2019-05-14,-0.142973798,-0.153922426,-1.188522631,0.078251167,-0.158817112,-0.134728796,0.9793544465792635,-0.556356866,-0.492119589,-0.105474922,0.6097105355881632
2019-05-21,-0.107479695,-0.137851552,-1.849707857,0.38271467297713463,0.3891360296844607,0.17272320646679118,-0.404013064,-0.556356866,-0.501102675,-0.123364468,0.6097105355881632
