Week Ending,Price,Taxes,Marketing Margin,Refining Margin,Avg Max Temp (°C),Avg Min Temp (°C),Avg Mean Temp (°C),Avg Precip (mm),Total CPI,"Total CPI, (seasonally adjusted)","Total CPI, Percentage Change over 1 year ago (unadjusted)",CPI_TRIM,CPI_MEDIAN,CPI_COMMON,"CPIX, Percentage Change over 1 year ago (unadjusted)","CPI-XFET, Percentage Change over 1 year ago (unadjusted)",CPIW,W.BCPI,W.ENER,Fuel Tax Rate
2017-01-31,-0.8607434391970045,-1.19852919660634,0.6297367408006749,-1.0980851066760677,-1.3430125179396308,-1.0524027944932308,-1.2119363991278025,-0.48749213770542804,-1.161476562259518,-1.1079846885402027,-0.37487280664602646,-0.875782827527783,-0.7655575618511979,-0.974261372994655,-0.4698331250312032,-0.33120966904623267,-0.7370464497282728,-0.829353467690567,-0.5482629921389862,0.6097105355881632
2017-02-07,-0.9356754347276818,-1.2306709434088987,0.29914412778594807,-1.2779953602787935,-1.328998371102447,-1.2412438723998465,-1.294884574658937,-0.028357231205005447,-1.1428410518515582,-1.1266839367491777,-0.4275186781561071,-0.9556183602402355,-0.7655575618511979,-0.974261372994655,-0.4698331250312032,-0.4092158807177772,-0.7370464497282728,-0.7973972442219024,-0.5027391891395037,0.6097105355881632
2017-02-14,-0.9041251208200282,-1.2146000700076187,0.18894659011437184,-1.0427281055675366,-1.250519148892695,-1.3286413960374377,-1.294884574658937,0.22804278139675382,-1.1428410518515582,-1.1266839367491777,-0.4275186781561071,-0.9556183602402355,-0.7655575618511979,-0.974261372994655,-0.4698331250312032,-0.4092158807177772,-0.7370464497282728,-0.7694171407239934,-0.5391873202311022,0.6097105355881632
2017-02-21,-0.9080689100584852,-1.2306709434088987,0.5195392031290986,-1.2779953602787935,-0.8427074763524629,-0.9806119715208161,-0.9112492628274402,-0.8392968063822629,-1.1428410518515582,-1.1266839367491777,-0.4275186781561071,-0.9556183602402355,-0.7655575618511979,-0.974261372994655,-0.4698331250312032,-0.4092158807177772,-0.7370464497282728,-0.7514509690042835,-0.547739395682762,0.6097105355881632
2017-02-28,-0.9356754347276818,-1.2306709434088987,0.29914412778594807,-1.3887093624958549,-0.4755368295713954,-0.5264569826339394,-0.4994708199529173,-0.29072003509841643,-1.1428410518515582,-1.1266839367491777,-0.4275186781561071,-0.9556183602402355,-0.7655575618511979,-0.974261372994655,-0.4698331250312032,-0.4092158807177772,-0.7370464497282728,-0.7641892792809633,-0.5643781275138827,0.6097105355881632
2017-03-07,-0.9435630132045953,-1.2467418168101785,0.5195392031290986,-1.4717448641586515,-1.191659732235381,-1.3367048580605245,-1.2867378788034067,1.0111559984651568,-1.1242055414435954,-1.1453831849581553,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-1.0403259815158468,-0.7350565394234083,-0.721240727403955,-0.9894636287770496,-0.7497574364241472,-0.536598426641994,0.6097105355881632
2017-03-14,-0.9001813315815717,-1.2146000700076187,0.023650283607008944,-0.724425349193484,-1.5111822797896424,-1.5799092764955127,-1.5496539709183232,-0.731966568558675,-1.1242055414435954,-1.1453831849581553,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-1.0403259815158468,-0.7350565394234083,-0.721240727403955,-0.9894636287770496,-0.8177932670348516,-0.6015825645978046,0.6097105355881632
2017-03-21,-0.9277878562507689,-1.2306709434088987,0.1338478212785842,-0.821300101133413,-0.949214992236583,-1.0804948556468497,-1.0134532647470986,-0.8631479702966828,-1.1242055414435954,-1.1453831849581553,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-1.0403259815158468,-0.7350565394234083,-0.721240727403955,-0.9894636287770496,-0.9398748765073069,-0.7858885171886798,0.6097105355881632
2017-03-28,-0.8922937531046581,-1.2146000700076187,0.18894659011437184,-0.7659431000248819,-0.7263900576921238,-0.754314812148873,-0.7409092594897629,0.09089858878448988,-1.1242055414435954,-1.1453831849581553,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-1.0403259815158468,-0.7350565394234083,-0.721240727403955,-0.9894636287770496,-0.9114529819015362,-0.7699188252738454,0.6097105355881632
2017-04-04,-0.7582049189971293,-1.1503165764025003,0.24404535895015947,-0.7382645994706165,-0.49375522046954484,-0.3938000271438088,-0.4446657754648093,1.3192335330901905,-1.077616765423693,-1.1079846885402027,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-1.0403259815158468,-0.8676682466195109,-0.7992469390754995,-1.0525679235392438,-0.8965793479368585,-0.7410919314895088,0.6097105355881632
2017-04-11,-0.6714415557510818,-1.1181748295999416,0.023650283607008944,-0.710586098916351,-0.20996874728633869,-0.19559492881623783,-0.2567980326597164,1.1155048408516166,-1.077616765423693,-1.1079846885402027,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-1.0403259815158468,-0.8676682466195109,-0.7992469390754995,-1.0525679235392438,-0.7961455027496274,-0.5697886242281982,0.6097105355881632
2017-04-18,-0.4308704122052213,-1.0056787157909834,0.6848355096364624,-0.12933758727677638,-0.06211949802161254,-0.2330510103908123,-0.14101620427961287,-0.7438921503071875,-1.077616765423693,-1.1079846885402027,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-1.0403259815158468,-0.8676682466195109,-0.7992469390754995,-1.0525679235392438,-0.7139723566873478,-0.44307828182197134,0.6097105355881632
2017-04-25,-0.5570716678358366,-1.053891335994822,0.24404535895015947,-0.10165908672251103,-0.049506765740618006,-0.1518961669974422,-0.09806089912347118,0.7468055978919239,-1.077616765423693,-1.1079846885402027,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-1.0403259815158468,-0.8676682466195109,-0.7992469390754995,-1.0525679235392438,-0.7271524580718889,-0.4732723441308931,0.6097105355881632
2017-05-02,-0.6872167127049084,-1.1181748295999416,0.5195392031290986,-0.5029973447593601,0.07942338461212134,0.08376501279545623,0.08264762646665359,2.064582407398444,-1.068299010219713,-1.1266839367491777,-0.7960397787266714,-1.1951249583775925,-0.9439117830176121,-1.1063905900370388,-1.0002799538156137,-0.9552593624185884,-1.1787765130636323,-0.8005634138282447,-0.6189194250372241,0.6097105355881632
2017-05-09,-0.8173617575739801,-1.18245832320506,0.24404535895015947,-0.4891580944822272,-0.28634584761275644,-0.18623090850452942,-0.23877655402754785,2.1659498543477755,-1.068299010219713,-1.1266839367491777,-0.7960397787266714,-1.1951249583775925,-0.9439117830176121,-1.1063905900370388,-1.0002799538156137,-0.9552593624185884,-1.1787765130636323,-0.8135962515101653,-0.6400378154382619,0.6097105355881632
2017-05-16,-0.7739800759509564,-1.1663874498037803,0.07874905244279658,-0.4614795939279618,0.10605026343600277,0.1180997541932966,0.11375319229082907,-0.9287386711656868,-1.068299010219713,-1.1266839367491777,-0.7960397787266714,-1.1951249583775925,-0.9439117830176121,-1.1063905900370388,-1.0002799538156137,-0.9552593624185884,-1.1787765130636323,-0.8887743716979681,-0.7580797276247789,0.6097105355881632
2017-05-23,-0.6951042911818219,-1.1181748295999416,0.07874905244279658,-0.309247840879502,0.5326408928734384,0.48079947728930056,0.3955548061874127,0.46506372344848296,-1.068299010219713,-1.1266839367491777,-0.7960397787266714,-1.1951249583775925,-0.9439117830176121,-1.1063905900370388,-1.0002799538156137,-0.9552593624185884,-1.1787765130636323,-0.8162469981573357,-0.6456810216886767,0.6097105355881632
2017-05-30,-0.6398912418434276,-1.1021039561986616,0.4093416654575233,-0.19853383866244007,0.496344252601428,0.6409242264220885,0.5502185921587912,3.6129204701646676,-1.068299010219713,-1.1266839367491777,-0.7960397787266714,-1.1951249583775925,-0.9439117830176121,-1.1063905900370388,-1.0002799538156137,-0.9552593624185884,-1.1787765130636323,-0.7652937570506173,-0.5560005842142974,0.6097105355881632
2017-06-06,-0.706935658897192,-1.1342457030012203,0.4093416654575233,-0.18469458838530714,0.4970449602228693,0.49578191022502155,0.4973885041223256,-0.3205339898870926,-1.077616765423693,-1.1266839367491777,-0.9539773932569133,-1.1951249583775925,-1.0330888936008193,-1.0403259815158468,-1.0002799538156137,-0.9552593624185884,-1.2418808078258263,-0.8057912752712749,-0.6232245514550666,0.6097105355881632
2017-06-13,-0.8607434391970045,-1.19852919660634,0.46444043429331094,-0.4061225928194311,1.2108321711423802,1.0740101689794512,1.1515928647595155,-0.9645154172460144,-1.077616765423693,-1.1266839367491777,-0.9539773932569133,-1.1951249583775925,-1.0330888936008193,-1.0403259815158468,-1.0002799538156137,-0.9552593624185884,-1.2418808078258263,-0.8643285970629531,-0.7423718339380564,0.6097105355881632
2017-06-20,-0.9711695378737926,-1.2467418168101785,0.6848355096364624,-0.5445150955907584,1.0842377115531252,1.1184892661428594,1.1061688636759224,-0.17742700598317712,-1.077616765423693,-1.1266839367491777,-0.9539773932569133,-1.1951249583775925,-1.0330888936008193,-1.0403259815158468,-1.0002799538156137,-0.9552593624185884,-1.2418808078258263,-0.8968002434907891,-0.8295506438993653,0.6097105355881632
2017-06-27,-1.0303263764506434,-1.2788835636127383,0.29914412778594807,-0.516836595036493,0.8095604338189941,0.8547360245408607,0.8365872931997356,1.8558847226255246,-1.077616765423693,-1.1266839367491777,-0.9539773932569133,-1.1951249583775925,-1.0330888936008193,-1.0403259815158468,-1.0002799538156137,-0.9552593624185884,-1.2418808078258263,-0.9565893067547419,-0.9348226202924175,0.6097105355881632
2017-07-04,-0.9672257486353361,-1.2467418168101785,-0.36204109824350644,-0.3646048419880328,1.1010546876007878,0.9561795789191321,1.0380328620505328,-0.03432002207926166,-1.077616765423693,-1.1079846885402027,-0.848685650236752,-1.11528942566514,-0.9439117830176121,-0.974261372994655,-1.0002799538156137,-0.7992469390754995,-1.1787765130636323,-0.9538649282562612,-0.9313901546349483,0.6097105355881632
2017-07-11,-0.8646872284354609,-1.19852919660634,0.07874905244279658,-0.0463020856139798,1.1963508868391926,1.1575060169864493,1.1817109522541844,-0.6127107485691796,-1.077616765423693,-1.1079846885402027,-0.848685650236752,-1.11528942566514,-0.9439117830176121,-0.974261372994655,-1.0002799538156137,-0.7992469390754995,-1.1787765130636323,-0.8650649155760557,-0.8043598366165848,0.6097105355881632
2017-07-18,-0.8449682822431773,-1.19852919660634,0.18894659011437184,-0.07398058616824517,1.063216491738795,1.2339788501693416,1.1491241684173235,-0.30860840813858026,-1.077616765423693,-1.1079846885402027,-0.848685650236752,-1.11528942566514,-0.9439117830176121,-0.974261372994655,-1.0002799538156137,-0.7992469390754995,-1.1787765130636323,-0.8884798442927268,-0.859279287136088,0.6097105355881632
2017-07-25,-0.8094741790970671,-1.18245832320506,0.07874905244279658,0.022894165771683867,1.0688221507483457,1.2402215307413036,1.1550490383943621,0.7587311800578318,-1.077616765423693,-1.1079846885402027,-0.848685650236752,-1.11528942566514,-0.9439117830176121,-0.974261372994655,-1.0002799538156137,-0.7992469390754995,-1.1787765130636323,-0.8331823239587017,-0.7774527965050697,0.6097105355881632
2017-08-01,-0.7779238651894129,-1.1663874498037803,-0.3069423294077188,-0.018623585059714433,1.197752301101085,1.2105687996631878,1.2098540830898405,-0.49345492857968426,-1.068299010219713,-1.0799358162267378,-0.7433939072165908,-1.0354538929526877,-0.9439117830176121,-0.974261372994655,-1.0002799538156137,-0.7992469390754995,-1.1787765130636323,-0.8214748596003659,-0.7546181732752975,0.6097105355881632
2017-08-08,-0.6951042911818219,-1.1181748295999416,0.46444043429331094,0.06441191660308217,1.0534065889625757,1.0357737523880053,1.0498826020046106,-0.3205339898870926,-1.068299010219713,-1.0799358162267378,-0.7433939072165908,-1.0354538929526877,-0.9439117830176121,-0.974261372994655,-1.0002799538156137,-0.7992469390754995,-1.1787765130636323,-0.7595504726484152,-0.648269915277785,0.6097105355881632
2017-08-15,-0.7463735512817592,-1.1503165764025003,0.29914412778594807,-0.0047843347825815025,1.1571112757343167,1.0982005548302176,1.135793211487412,-0.9645154172460144,-1.068299010219713,-1.0799358162267378,-0.7433939072165908,-1.0354538929526877,-0.9439117830176121,-0.974261372994655,-1.0002799538156137,-0.7992469390754995,-1.1787765130636323,-0.7647783340914454,-0.6606035206910629,0.6097105355881632
2017-08-22,-0.7858114436663265,-1.1663874498037803,0.29914412778594807,0.022894165771683867,1.1374914701818786,1.20276544949447,1.1728236472886262,-0.4517153916251003,-1.068299010219713,-1.0799358162267378,-0.7433939072165908,-1.0354538929526877,-0.9439117830176121,-0.974261372994655,-1.0002799538156137,-0.7992469390754995,-1.1787765130636323,-0.7973236123705921,-0.7170064945032013,0.6097105355881632
2017-08-29,-0.7621487082355863,-1.1503165764025003,-0.3069423294077188,0.3550361724228693,0.7492996028997875,0.7969912319813852,0.7773385965399043,-0.9645154172460144,-1.068299010219713,-1.0799358162267378,-0.7433939072165908,-1.0354538929526877,-0.9439117830176121,-0.974261372994655,-1.0002799538156137,-0.7992469390754995,-1.1787765130636323,-0.8010788367874166,-0.7219515721453175,0.6097105355881632
2017-09-05,-0.367769784389914,-0.9735369689884237,-2.5108930828392313,2.001906955401665,0.6708203806900356,0.6534095864735434,0.6677285071489476,0.2220799905224976,-1.0403457446077706,-1.0518869439132754,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-0.9081967644734629,-1.066585807413665,-1.0332655740901329,-1.115672218301438,-0.8244201336527777,-0.775271144604136,0.6097105355881632
2017-09-12,-0.2810064211438659,-0.9253243487845851,1.346020735665916,1.351462192376426,0.5629114501516267,0.455204488692207,0.5166443299924235,-0.6544502855237635,-1.0403457446077706,-1.0518869439132754,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-0.9081967644734629,-1.066585807413665,-1.0332655740901329,-1.115672218301438,-0.8015206278952784,-0.7529601178305877,0.6097105355881632
2017-09-19,-0.6674977665126247,-1.1181748295999416,0.5195392031290986,0.14744741826587826,1.1234773226580015,1.1372173067662763,1.135793211487412,-0.9645154172460144,-1.0403457446077706,-1.0518869439132754,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-0.9081967644734629,-1.066585807413665,-1.0332655740901329,-1.115672218301438,-0.786205202822739,-0.7277983992398196,0.6097105355881632
2017-09-26,-0.6674977665126247,-1.1181748295999416,0.7950330473080377,-0.0463020856139798,1.4149715764397954,1.3931671971070883,1.4112996519406378,-0.9645154172460144,-1.0403457446077706,-1.0518869439132754,-0.6381021641964295,-1.0354538929526877,-0.9439117830176121,-0.9081967644734629,-1.066585807413665,-1.0332655740901329,-1.115672218301438,-0.7549116660158671,-0.6411722744267473,0.6097105355881632
2017-10-03,-0.6714415557510818,-1.1181748295999416,1.8419096551880065,-0.44764034365082933,0.5587072063849587,0.32722954286631956,0.4514707633555532,-0.821408433342099,-1.0310279894037906,-1.033187695704298,-0.7433939072165908,-1.0354538929526877,-1.0330888936008193,-0.9081967644734629,-1.0002799538156137,-0.877253150747044,-1.115672218301438,-0.7197892729408603,-0.5652216995822437,0.6097105355881632
